alpha_param,beta_param,gamma_param,lambda_param,delta_param,r,k,acc
100.0,0.01,0.1,1e-05,0.001,0.01,197.0,0.7873915910128315
100.0,0.01,0.1,1e-05,0.0001,0.01,197.0,0.7720748592585079
100.0,0.01,0.1,1e-05,1e-05,0.01,197.0,0.7808490135416138
100.0,0.01,0.01,0.1,0.001,0.01,197.0,0.7727849064259269
100.0,0.01,0.01,0.1,0.0001,0.01,197.0,0.7533600446315363
100.0,0.01,0.01,0.1,1e-05,0.01,197.0,0.7396662778313131
100.0,0.01,0.01,0.01,0.001,0.01,197.0,0.7639600344880053
100.0,0.01,0.01,0.01,0.0001,0.01,197.0,0.7540700917989552
100.0,0.01,0.01,0.01,1e-05,0.01,197.0,0.7936298625551554
100.0,0.01,0.01,0.001,0.001,0.01,197.0,0.7838920728305523
100.0,0.01,0.01,0.001,0.0001,0.01,197.0,0.7803925546482731
100.0,0.01,0.01,0.001,1e-05,0.01,197.0,0.7804939899579043
100.0,0.01,0.01,0.0001,0.001,0.01,197.0,0.7982958867981944
100.0,0.01,0.01,0.0001,0.0001,0.01,197.0,0.7978394279048536
100.0,0.01,0.01,0.0001,1e-05,0.01,197.0,0.8076279352842725
100.0,0.01,0.01,1e-05,0.001,0.01,197.0,0.7874423086676472
100.0,0.01,0.01,1e-05,0.0001,0.01,197.0,0.7834863315920272
100.0,0.01,0.01,1e-05,1e-05,0.01,197.0,0.7956078510929655
100.0,0.01,0.001,0.1,0.001,0.01,197.0,0.7589897043160724
100.0,0.01,0.001,0.1,0.0001,0.01,197.0,0.7583303748034691
100.0,0.01,0.001,0.1,1e-05,0.01,197.0,0.7778059542526754
100.0,0.01,0.001,0.01,0.001,0.01,197.0,0.7896231678247198
100.0,0.01,0.001,0.01,0.0001,0.01,197.0,0.7865801085357813
100.0,0.01,0.001,0.01,1e-05,0.01,197.0,0.7698432824466197
100.0,0.01,0.001,0.001,0.001,0.01,197.0,0.7953035451640716
100.0,0.01,0.001,0.001,0.0001,0.01,197.0,0.7665973525384187
100.0,0.01,0.001,0.001,1e-05,0.01,197.0,0.766394481919156
100.0,0.01,0.001,0.0001,0.001,0.01,197.0,0.7815083430542171
100.0,0.01,0.001,0.0001,0.0001,0.01,197.0,0.7304356646548663
100.0,0.01,0.001,0.0001,1e-05,0.01,197.0,0.783232743317949
100.0,0.01,0.001,1e-05,0.001,0.01,197.0,0.7867322615002282
100.0,0.01,0.001,1e-05,0.0001,0.01,197.0,0.8078815235583506
100.0,0.01,0.001,1e-05,1e-05,0.01,197.0,0.7761322716437592
100.0,0.01,0.0001,0.1,0.001,0.01,197.0,0.7513313384389105
100.0,0.01,0.0001,0.1,0.0001,0.01,197.0,0.7431657960135923
100.0,0.01,0.0001,0.1,1e-05,0.01,197.0,0.747172490744028
100.0,0.01,0.0001,0.01,0.001,0.01,197.0,0.7688289293503069
100.0,0.01,0.0001,0.01,0.0001,0.01,197.0,0.7908911091951109
100.0,0.01,0.0001,0.01,1e-05,0.01,197.0,0.7903839326469544
100.0,0.01,0.0001,0.001,0.001,0.01,197.0,0.7862250849520718
100.0,0.01,0.0001,0.001,0.0001,0.01,197.0,0.7409342192017041
100.0,0.01,0.0001,0.001,1e-05,0.01,197.0,0.8036719582086524
100.0,0.01,0.0001,0.0001,0.001,0.01,197.0,0.785058578891312
100.0,0.01,0.0001,0.0001,0.0001,0.01,197.0,0.7740021301415022
100.0,0.01,0.0001,0.0001,1e-05,0.01,197.0,0.7835370492468429
100.0,0.01,0.0001,1e-05,0.001,0.01,197.0,0.7756758127504184
100.0,0.01,0.0001,1e-05,0.0001,0.01,197.0,0.7828777197342395
100.0,0.01,0.0001,1e-05,1e-05,0.01,197.0,0.7654815641324745
100.0,0.01,1e-05,0.1,0.001,0.01,197.0,0.759192574935335
100.0,0.01,1e-05,0.1,0.0001,0.01,197.0,0.7765380128822843
100.0,0.01,1e-05,0.1,1e-05,0.01,197.0,0.7748643302733682
100.0,0.01,1e-05,0.01,0.001,0.01,197.0,0.7611198458183294
100.0,0.01,1e-05,0.01,0.0001,0.01,197.0,0.7828270020794238
100.0,0.01,1e-05,0.01,1e-05,0.01,197.0,0.7909418268499264
100.0,0.01,1e-05,0.001,0.001,0.01,197.0,0.7751179185474464
100.0,0.01,1e-05,0.001,0.0001,0.01,197.0,0.7672059643962064
100.0,0.01,1e-05,0.001,1e-05,0.01,197.0,0.7871380027387533
100.0,0.01,1e-05,0.0001,0.001,0.01,197.0,0.7823705431860831
100.0,0.01,1e-05,0.0001,0.0001,0.01,197.0,0.7603590809960947
100.0,0.01,1e-05,0.0001,1e-05,0.01,197.0,0.7936805802099711
100.0,0.01,1e-05,1e-05,0.001,0.01,197.0,0.8033676522797586
100.0,0.01,1e-05,1e-05,0.0001,0.01,197.0,0.7794796368615915
100.0,0.01,1e-05,1e-05,1e-05,0.01,197.0,0.7962164629507532
100.0,0.001,100.0,1.0,0.01,0.01,197.0,0.7674595526702845
100.0,0.001,100.0,1.0,0.001,0.01,197.0,0.7547294213115585
100.0,0.001,100.0,1.0,0.0001,0.01,197.0,0.7759294010244966
100.0,0.001,100.0,1.0,1e-05,0.01,197.0,0.7818633666379267
100.0,0.001,10.0,0.0001,0.1,0.01,197.0,0.7048739666277831
100.0,0.001,10.0,1e-05,0.1,0.01,197.0,0.7470203377795811
100.0,0.001,1.0,0.01,0.001,0.01,197.0,0.7123294618856824
100.0,0.001,1.0,0.001,0.01,0.01,197.0,0.7901303443728762
100.0,0.001,1.0,0.0001,0.01,0.01,197.0,0.7923619211847645
100.0,0.001,1.0,1e-05,0.0001,0.01,197.0,0.7078155906070903
100.0,0.001,0.1,0.1,0.01,0.01,197.0,0.7560987979915809
100.0,0.001,0.1,0.01,0.01,0.01,197.0,0.7744078713800274
100.0,0.001,0.1,0.001,0.01,0.01,197.0,0.7845514023431557
100.0,0.001,0.1,0.0001,0.01,0.01,197.0,0.7741542831059491
100.0,0.001,0.1,1e-05,0.01,0.01,197.0,0.7962671806055688
100.0,0.001,0.01,1.0,0.01,0.01,197.0,0.7517877973322513
100.0,0.001,0.01,0.1,0.01,0.01,197.0,0.7573667393619719
100.0,0.001,0.01,0.01,0.01,0.01,197.0,0.7679667292184409
100.0,0.001,0.01,0.0001,0.001,0.01,197.0,0.7107572145863975
100.0,0.001,0.001,0.01,0.01,0.01,197.0,0.7413906780950449
100.0,0.001,0.001,0.01,0.0001,0.01,197.0,0.7016280367195821
100.0,0.001,0.001,0.001,0.01,0.01,197.0,0.7576203276360501
100.0,0.001,0.0001,0.01,0.01,0.01,197.0,0.7865293908809656
100.0,0.001,0.0001,0.01,1e-05,0.01,197.0,0.7057868844144647
100.0,0.001,0.0001,0.001,0.01,0.01,197.0,0.7622356342242734
100.0,0.001,0.0001,0.001,0.0001,0.01,197.0,0.7070548257848557
100.0,0.001,1e-05,0.1,0.01,0.01,197.0,0.7649743875843181
100.0,0.001,1e-05,0.1,0.0001,0.01,197.0,0.722574428158442
100.0,0.001,1e-05,0.1,1e-05,0.01,197.0,0.7028959780899732
100.0,0.001,1e-05,0.01,0.01,0.01,197.0,0.7810011665060608
100.0,0.001,1e-05,0.001,0.01,0.01,197.0,0.7978901455596693
100.0,0.001,1e-05,0.0001,0.01,0.01,197.0,0.781812648983111
100.0,0.001,1e-05,1e-05,0.01,0.01,197.0,0.7935284272455242
100.0,0.001,1e-05,1e-05,0.0001,0.01,197.0,0.7134959679464422
100.0,0.0001,100.0,10.0,0.1,0.01,197.0,0.7275954759851905
100.0,0.0001,10.0,1.0,0.01,0.01,197.0,0.7319571942993356
100.0,0.0001,10.0,1.0,0.001,0.01,197.0,0.7194806512146878
100.0,0.0001,10.0,1.0,0.0001,0.01,197.0,0.7937820155196024
100.0,0.0001,10.0,1.0,1e-05,0.01,197.0,0.7656844347517371
100.0,0.0001,10.0,0.1,0.1,0.01,197.0,0.7324136531926764
100.0,0.0001,10.0,0.01,0.1,0.01,197.0,0.7249581579347771
100.0,0.0001,10.0,0.001,0.1,0.01,197.0,0.7761829892985749
100.0,0.0001,10.0,0.0001,0.1,0.01,197.0,0.7418978546432013
100.0,0.0001,1.0,1.0,0.01,0.01,197.0,0.7572145863975249
100.0,0.0001,1.0,1.0,0.0001,0.01,197.0,0.7675609879799158
100.0,0.0001,1.0,1.0,1e-05,0.01,197.0,0.7683724704569661
100.0,0.0001,1.0,0.0001,0.001,0.01,197.0,0.7039610488411016
100.0,0.0001,0.1,1.0,0.001,0.01,197.0,0.7572145863975249
100.0,0.0001,0.1,1.0,0.0001,0.01,197.0,0.7698432824466197
100.0,0.0001,0.1,1.0,1e-05,0.01,197.0,0.7486433027336816
100.0,0.0001,0.1,0.1,1e-05,0.01,197.0,0.7034031546381295
100.0,0.0001,0.1,0.01,0.0001,0.01,197.0,0.7041132018055485
100.0,0.0001,0.1,0.001,0.001,0.01,197.0,0.7062433433078055
100.0,0.0001,0.01,1.0,0.001,0.01,197.0,0.7635542932494801
100.0,0.0001,0.01,1.0,1e-05,0.01,197.0,0.7366232185423746
100.0,0.0001,0.01,0.01,0.001,0.01,197.0,0.7067505198559618
100.0,0.0001,0.01,0.01,0.0001,0.01,197.0,0.7265811228888777
100.0,0.0001,0.001,1.0,1e-05,0.01,197.0,0.7715676827103515
100.0,0.0001,0.001,0.1,0.0001,0.01,197.0,0.7017294720292133
100.0,0.0001,0.001,0.01,1e-05,0.01,197.0,0.7132423796723639
100.0,0.0001,0.001,0.0001,0.001,0.01,197.0,0.7110615205152914
100.0,0.0001,0.0001,1.0,0.01,0.01,197.0,0.7241466754577268
100.0,0.0001,0.0001,1.0,0.0001,0.01,197.0,0.7334787239438049
100.0,0.0001,1e-05,1.0,0.0001,0.01,197.0,0.7582796571486534
100.0,0.0001,1e-05,1.0,1e-05,0.01,197.0,0.7166911801998276
100.0,1e-05,10.0,1.0,0.001,0.01,197.0,0.70304813105442
100.0,1e-05,10.0,1.0,1e-05,0.01,197.0,0.7240452401480956
100.0,1e-05,10.0,0.1,0.1,0.01,197.0,0.709134249632297
100.0,1e-05,10.0,0.01,0.1,0.01,197.0,0.7290662879748441
100.0,1e-05,10.0,0.001,0.1,0.01,197.0,0.7813561900897702
100.0,1e-05,1.0,1.0,0.01,0.01,197.0,0.7768930364659938
100.0,1e-05,1.0,1.0,0.001,0.01,197.0,0.7062433433078055
100.0,1e-05,1.0,1e-05,0.001,0.01,197.0,0.7115179794086322
100.0,1e-05,0.1,0.1,0.001,0.01,197.0,0.711264391134554
100.0,1e-05,0.1,0.01,0.0001,0.01,197.0,0.7295227468681849
100.0,1e-05,0.1,0.001,0.001,0.01,197.0,0.7036567429122077
100.0,1e-05,0.001,0.01,0.001,0.01,197.0,0.7360653243394025
100.0,1e-05,0.001,0.01,0.0001,0.01,197.0,0.7435208195973019
100.0,1e-05,0.001,0.001,1e-05,0.01,197.0,0.7039610488411016
100.0,1e-05,0.001,1e-05,0.001,0.01,197.0,0.7142567327686767
100.0,1e-05,0.0001,0.01,1e-05,0.01,197.0,0.7115179794086322
100.0,1e-05,0.0001,0.0001,0.001,0.01,197.0,0.7060911903433585
100.0,1e-05,1e-05,0.0001,0.001,0.01,197.0,0.7235380635999391
10.0,1.0,100.0,0.1,0.001,0.01,197.0,0.7345437946949334
10.0,1.0,100.0,0.1,0.0001,0.01,197.0,0.7819648019475579
10.0,1.0,100.0,0.1,1e-05,0.01,197.0,0.7849571435816808
10.0,1.0,100.0,0.01,0.001,0.01,197.0,0.7614748694020389
10.0,1.0,100.0,0.01,0.0001,0.01,197.0,0.7622863518790891
10.0,1.0,100.0,0.01,1e-05,0.01,197.0,0.7557437744078713
10.0,1.0,100.0,0.001,0.01,0.01,197.0,0.7683724704569661
10.0,1.0,100.0,0.001,0.001,0.01,197.0,0.7727341887711112
10.0,1.0,100.0,0.001,0.0001,0.01,197.0,0.7803418369934574
10.0,1.0,100.0,0.001,1e-05,0.01,197.0,0.7722270122229548
10.0,1.0,100.0,0.0001,0.01,0.01,197.0,0.7499619617588883
10.0,1.0,100.0,0.0001,0.001,0.01,197.0,0.8000202870619263
10.0,1.0,100.0,0.0001,0.0001,0.01,197.0,0.7791753309326976
10.0,1.0,100.0,0.0001,1e-05,0.01,197.0,0.7545772683471116
10.0,1.0,100.0,1e-05,0.01,0.01,197.0,0.7643657757265304
10.0,1.0,100.0,1e-05,0.001,0.01,197.0,0.8018461226352893
10.0,1.0,100.0,1e-05,0.0001,0.01,197.0,0.7633514226302176
10.0,1.0,100.0,1e-05,1e-05,0.01,197.0,0.7708576355429325
10.0,0.1,10.0,0.1,1e-05,0.01,197.0,0.705178272556677
10.0,0.1,10.0,0.01,0.001,0.01,197.0,0.7704011766495917
10.0,0.1,10.0,0.01,0.0001,0.01,197.0,0.7766901658467312
10.0,0.1,10.0,0.01,1e-05,0.01,197.0,0.777704518943044
10.0,0.1,10.0,0.001,0.001,0.01,197.0,0.7339859004919612
10.0,0.1,10.0,0.001,0.0001,0.01,197.0,0.7506212912714916
10.0,0.1,10.0,0.001,1e-05,0.01,197.0,0.7730892123548208
10.0,0.1,10.0,0.0001,0.001,0.01,197.0,0.7555409037886088
10.0,0.1,10.0,0.0001,0.0001,0.01,197.0,0.7657351524065528
10.0,0.1,10.0,0.0001,1e-05,0.01,197.0,0.7789724603134351
10.0,0.1,10.0,1e-05,0.001,0.01,197.0,0.773748541867424
10.0,0.1,10.0,1e-05,0.0001,0.01,197.0,0.7640614697976366
10.0,0.1,10.0,1e-05,1e-05,0.01,197.0,0.7707562002333012
10.0,0.01,100.0,0.1,0.1,0.01,197.0,0.7856671907490997
10.0,0.01,100.0,0.01,0.01,0.01,197.0,0.7418978546432013
10.0,0.01,100.0,0.001,0.1,0.01,197.0,0.7837399198661054
10.0,0.01,100.0,0.001,0.0001,0.01,197.0,0.7411370898209667
10.0,0.01,100.0,1e-05,0.01,0.01,197.0,0.7459552670284526
10.0,0.01,1.0,0.01,1e-05,0.01,197.0,0.7210528985139727
10.0,0.01,1.0,0.001,0.0001,0.01,197.0,0.7498098087944414
10.0,0.01,1.0,0.001,1e-05,0.01,197.0,0.7028959780899732
10.0,0.01,1.0,0.0001,0.0001,0.01,197.0,0.7226251458132575
10.0,0.01,1.0,0.0001,1e-05,0.01,197.0,0.7761829892985749
10.0,0.01,1.0,1e-05,0.0001,0.01,197.0,0.7497590911396257
10.0,0.01,1.0,1e-05,1e-05,0.01,197.0,0.7315514530608105
10.0,0.001,100.0,10.0,0.1,0.01,197.0,0.7120758736116042
10.0,0.001,100.0,1.0,0.1,0.01,197.0,0.7553887508241619
10.0,0.001,100.0,1.0,0.01,0.01,197.0,0.7607141045798043
10.0,0.001,1.0,0.01,1e-05,0.01,197.0,0.7417457016787544
10.0,0.001,1.0,0.001,0.001,0.01,197.0,0.7472739260536593
10.0,0.001,1.0,1e-05,0.001,0.01,197.0,0.7360653243394025
10.0,0.001,0.1,0.01,0.0001,0.01,197.0,0.7577724806004971
10.0,0.001,0.1,0.001,0.0001,0.01,197.0,0.7598519044479384
10.0,0.001,0.1,0.0001,0.0001,0.01,197.0,0.769792564791804
10.0,0.001,0.01,0.01,0.0001,0.01,197.0,0.7514327737485419
10.0,0.001,0.01,0.01,1e-05,0.01,197.0,0.7483389968047878
10.0,0.001,0.01,0.001,0.0001,0.01,197.0,0.8028604757316021
10.0,0.001,0.01,0.001,1e-05,0.01,197.0,0.7759801186793123
10.0,0.001,0.01,0.0001,0.0001,0.01,197.0,0.7937820155196024
10.0,0.001,0.01,0.0001,1e-05,0.01,197.0,0.8037226758634681
10.0,0.001,0.01,1e-05,0.0001,0.01,197.0,0.8017446873256581
10.0,0.001,0.01,1e-05,1e-05,0.01,197.0,0.7958614393670437
10.0,0.001,0.001,0.01,0.0001,0.01,197.0,0.766546634883603
10.0,0.001,0.001,0.01,1e-05,0.01,197.0,0.7486940203884972
10.0,0.001,0.001,0.001,0.0001,0.01,197.0,0.7849571435816808
10.0,0.001,0.001,0.001,1e-05,0.01,197.0,0.7734442359385302
10.0,0.001,0.001,0.0001,0.0001,0.01,197.0,0.7871380027387533
10.0,0.001,0.001,0.0001,1e-05,0.01,197.0,0.7620327636050109
10.0,0.001,0.001,1e-05,0.0001,0.01,197.0,0.7365217832327433
10.0,0.001,0.001,1e-05,1e-05,0.01,197.0,0.7944413450322058
10.0,0.001,0.0001,0.01,0.0001,0.01,197.0,0.7746614596541056
10.0,0.001,0.0001,0.01,1e-05,0.01,197.0,0.7883552264543288
10.0,0.001,0.0001,0.001,0.0001,0.01,197.0,0.7968250748085408
10.0,0.001,0.0001,0.001,1e-05,0.01,197.0,0.7827255667697925
10.0,0.001,0.0001,0.0001,0.0001,0.01,197.0,0.7779073895623067
10.0,0.001,0.0001,0.0001,1e-05,0.01,197.0,0.7723284475325861
10.0,0.001,0.0001,1e-05,0.0001,0.01,197.0,0.7633514226302176
10.0,0.001,1e-05,0.01,0.0001,0.01,197.0,0.7694375412080945
10.0,0.001,1e-05,0.01,1e-05,0.01,197.0,0.777856671907491
10.0,0.001,1e-05,0.001,0.0001,0.01,197.0,0.7573667393619719
10.0,0.001,1e-05,0.001,1e-05,0.01,197.0,0.7744078713800274
10.0,0.001,1e-05,0.0001,0.0001,0.01,197.0,0.7732920829740833
10.0,0.001,1e-05,0.0001,1e-05,0.01,197.0,0.7176040979865091
10.0,0.001,1e-05,1e-05,0.0001,0.01,197.0,0.7628949637368768
10.0,0.001,1e-05,1e-05,1e-05,0.01,197.0,0.7817619313282954
10.0,0.0001,10.0,0.1,0.001,0.01,197.0,0.7767916011563625
10.0,0.0001,10.0,0.1,0.0001,0.01,197.0,0.7468174671603185
10.0,0.0001,10.0,0.1,1e-05,0.01,197.0,0.7130395090531014
10.0,0.0001,10.0,0.001,0.01,0.01,197.0,0.7082720495004311
10.0,0.0001,10.0,1e-05,0.01,0.01,197.0,0.7070041081300401
10.0,0.0001,1.0,0.1,0.001,0.01,197.0,0.709692143835269
10.0,0.0001,1.0,0.001,0.01,0.01,197.0,0.7053811431759396
10.0,0.0001,1.0,0.0001,0.01,0.01,197.0,0.7155246741390678
10.0,0.0001,1.0,1e-05,0.01,0.01,197.0,0.7095907085256378
10.0,0.0001,0.1,0.01,0.001,0.01,197.0,0.7879494852158037
10.0,0.0001,0.1,0.01,1e-05,0.01,197.0,0.7091849672871127
10.0,0.0001,0.1,0.001,0.001,0.01,197.0,0.7829791550438707
10.0,0.0001,0.1,0.001,1e-05,0.01,197.0,0.7015773190647664
10.0,0.0001,0.1,0.0001,0.001,0.01,197.0,0.7746614596541056
10.0,0.0001,0.1,1e-05,0.001,0.01,197.0,0.7791246132778821
10.0,0.0001,0.01,0.1,0.001,0.01,197.0,0.7065983668915149
10.0,0.0001,0.01,0.01,0.001,0.01,197.0,0.7747121773089213
10.0,0.0001,0.01,0.01,0.0001,0.01,197.0,0.7020337779581072
10.0,0.0001,0.01,0.0001,0.001,0.01,197.0,0.7947456509610995
10.0,0.0001,0.01,0.0001,0.0001,0.01,197.0,0.713648120910889
10.0,0.0001,0.01,1e-05,0.001,0.01,197.0,0.7621341989146422
10.0,0.0001,0.001,0.01,0.001,0.01,197.0,0.7676624232895471
10.0,0.0001,0.001,0.01,0.0001,0.01,197.0,0.7009179895521631
10.0,0.0001,0.001,0.0001,0.001,0.01,197.0,0.7870365674291221
10.0,0.0001,0.001,0.0001,0.0001,0.01,197.0,0.7253638991733022
10.0,0.0001,0.001,1e-05,0.001,0.01,197.0,0.7765380128822843
10.0,0.0001,0.0001,0.01,1e-05,0.01,197.0,0.7087285083937719
10.0,0.0001,0.0001,0.001,0.001,0.01,197.0,0.7730384947000051
10.0,0.0001,0.0001,0.001,0.0001,0.01,197.0,0.7045189430440736
10.0,0.0001,0.0001,0.001,1e-05,0.01,197.0,0.7312471471319166
10.0,0.0001,0.0001,0.0001,0.001,0.01,197.0,0.7892681442410103
10.0,0.0001,0.0001,1e-05,0.001,0.01,197.0,0.7824719784957144
10.0,0.0001,1e-05,0.01,0.001,0.01,197.0,0.7549830095856368
10.0,0.0001,1e-05,0.01,1e-05,0.01,197.0,0.7318050413348887
10.0,0.0001,1e-05,0.001,0.001,0.01,197.0,0.7794796368615915
10.0,0.0001,1e-05,0.001,0.0001,0.01,197.0,0.7105036263123193
10.0,0.0001,1e-05,0.0001,0.001,0.01,197.0,0.7116194147182634
10.0,0.0001,1e-05,1e-05,0.001,0.01,197.0,0.7989044986559821
10.0,0.0001,1e-05,1e-05,1e-05,0.01,197.0,0.7043667900796268
10.0,1e-05,1.0,0.1,0.001,0.01,197.0,0.755794492062687
10.0,1e-05,1.0,0.1,0.0001,0.01,197.0,0.7325658061571233
10.0,1e-05,1.0,0.1,1e-05,0.01,197.0,0.7761829892985749
10.0,1e-05,1.0,0.01,0.01,0.01,197.0,0.7229801693969671
10.0,1e-05,0.1,0.1,0.001,0.01,197.0,0.7516863620226201
10.0,1e-05,0.1,0.1,0.0001,0.01,197.0,0.7700968707206979
10.0,1e-05,0.1,0.1,1e-05,0.01,197.0,0.7303849470000507
10.0,1e-05,0.1,0.01,1e-05,0.01,197.0,0.7020844956129229
10.0,1e-05,0.1,0.001,0.0001,0.01,197.0,0.705178272556677
10.0,1e-05,0.1,0.0001,0.0001,0.01,197.0,0.7148653446264644
10.0,1e-05,0.01,0.1,0.001,0.01,197.0,0.7507227265811229
10.0,1e-05,0.01,0.1,0.0001,0.01,197.0,0.7765380128822843
10.0,1e-05,0.01,0.1,1e-05,0.01,197.0,0.7598011867931227
10.0,1e-05,0.01,0.0001,0.0001,0.01,197.0,0.7392605365927879
10.0,1e-05,0.01,1e-05,1e-05,0.01,197.0,0.7086777907389562
10.0,1e-05,0.001,0.1,0.001,0.01,197.0,0.7339859004919612
10.0,1e-05,0.001,0.1,0.0001,0.01,197.0,0.7499112441040726
10.0,1e-05,0.001,0.1,1e-05,0.01,197.0,0.7166911801998276
10.0,1e-05,0.001,0.001,0.001,0.01,197.0,0.7061419079981741
10.0,1e-05,0.0001,0.1,0.001,0.01,197.0,0.7197849571435817
10.0,1e-05,0.0001,0.1,0.0001,0.01,197.0,0.7548308566211899
10.0,1e-05,0.0001,0.1,1e-05,0.01,197.0,0.7384997717705534
10.0,1e-05,0.0001,0.01,0.001,0.01,197.0,0.7069026728204088
10.0,1e-05,0.0001,0.0001,0.0001,0.01,197.0,0.7448901962773241
10.0,1e-05,1e-05,0.1,0.001,0.01,197.0,0.7418978546432013
10.0,1e-05,1e-05,0.1,0.0001,0.01,197.0,0.7634021402850332
10.0,1e-05,1e-05,0.001,0.001,0.01,197.0,0.7268347111629558
1.0,1.0,100.0,0.1,0.01,0.01,197.0,0.7467667495055028
1.0,1.0,100.0,0.1,0.001,0.01,197.0,0.7577217629456814
1.0,1.0,100.0,0.1,0.0001,0.01,197.0,0.7752193538570776
